sales_agent,product,account,deal_stage,close_date,close_value
Darcel Schlecht,GTX Plus Pro,Inity,Won,9/17/2017,6360
Darcel Schlecht,GTX Plus Basic,Bioholding,Won,9/17/2017,1159
Darcel Schlecht,GTX Plus Basic,Betatech,Won,9/18/2017,1071
Darcel Schlecht,GTXPro,Condax,Won,9/18/2017,4598
Darcel Schlecht,GTXPro,Rangreen,Won,9/23/2017,4888
Darcel Schlecht,GTXPro,Funholding,Won,9/26/2017,5449
Darcel Schlecht,GTX Plus Basic,Rangreen,Won,9/26/2017,1153
Darcel Schlecht,GTXPro,Cancity,Won,9/27/2017,5961
Darcel Schlecht,MG Special,Toughzap,Won,9/29/2017,54
Darcel Schlecht,GTX Basic,Warephase,Won,9/29/2017,565
Darcel Schlecht,GTX Plus Pro,Toughzap,Won,9/29/2017,5947
Darcel Schlecht,GTXPro,Domzoom,Won,9/29/2017,5450
Darcel Schlecht,GTXPro,Bioholding,Won,9/30/2017,4422
Darcel Schlecht,GTXPro,Hottechi,Won,10/2/2017,5357
Darcel Schlecht,GTX Plus Pro,Conecom,Won,10/3/2017,5144
Darcel Schlecht,GTX Plus Pro,Codehow,Won,10/4/2017,5263
Darcel Schlecht,GTXPro,Finhigh,Won,10/8/2017,4461
Darcel Schlecht,MG Advanced,Rundofase,Won,10/9/2017,3006
Darcel Schlecht,GTXPro,Globex Corporation,Won,10/9/2017,4594
Darcel Schlecht,GTXPro,Toughzap,Won,10/9/2017,4201
Darcel Schlecht,MG Special,Toughzap,Won,10/10/2017,58
Darcel Schlecht,GTXPro,Rangreen,Won,10/10/2017,5055
Darcel Schlecht,GTX Plus Basic,Rangreen,Won,10/10/2017,1132
Darcel Schlecht,GTXPro,Inity,Won,10/14/2017,5170
Darcel Schlecht,MG Advanced,Ron-tech,Won,10/14/2017,3475
Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,10/16/2017,1154
Darcel Schlecht,GTXPro,Dontechi,Won,10/16/2017,4885
Darcel Schlecht,GTXPro,Streethex,Won,10/16/2017,4936
Darcel Schlecht,MG Advanced,Conecom,Won,10/17/2017,3490
Darcel Schlecht,GTXPro,Dontechi,Won,10/18/2017,4810
Darcel Schlecht,GTXPro,Rangreen,Won,10/20/2017,4130
Darcel Schlecht,GTXPro,Cancity,Won,10/23/2017,5458
Darcel Schlecht,GTXPro,Gogozoom,Won,10/24/2017,4767
Darcel Schlecht,GTXPro,Isdom,Won,10/24/2017,5685
Darcel Schlecht,GTXPro,Ron-tech,Won,10/25/2017,4834
Darcel Schlecht,GTXPro,Rundofase,Won,10/26/2017,4024
Darcel Schlecht,GTX Plus Pro,Warephase,Won,10/27/2017,6276
Darcel Schlecht,GTXPro,Betatech,Won,10/27/2017,4688
Darcel Schlecht,GTXPro,Codehow,Won,10/27/2017,4435
Darcel Schlecht,GTXPro,Stanredtax,Won,10/28/2017,4699
Darcel Schlecht,GTXPro,Statholdings,Won,10/29/2017,4732
Darcel Schlecht,GTX Plus Basic,Streethex,Won,10/29/2017,965
Darcel Schlecht,GTXPro,Inity,Won,10/30/2017,3578
Darcel Schlecht,GTXPro,Codehow,Won,10/30/2017,4733
Darcel Schlecht,GTX Plus Basic,Dontechi,Won,10/31/2017,1237
Darcel Schlecht,GTXPro,Streethex,Won,11/2/2017,4313
Darcel Schlecht,GTX Plus Pro,Treequote,Won,11/3/2017,6182
Darcel Schlecht,GTXPro,Inity,Won,11/3/2017,5729
Darcel Schlecht,GTXPro,Codehow,Won,11/4/2017,4582
Darcel Schlecht,GTXPro,Rundofase,Won,11/4/2017,3902
Darcel Schlecht,GTXPro,Dontechi,Won,11/5/2017,4810
Darcel Schlecht,GTXPro,Warephase,Won,11/5/2017,5231
Darcel Schlecht,MG Advanced,Rangreen,Won,11/6/2017,3251
Darcel Schlecht,MG Special,Codehow,Won,11/7/2017,55
Darcel Schlecht,GTXPro,Globex Corporation,Won,11/9/2017,5107
Darcel Schlecht,GTXPro,Ron-tech,Won,11/9/2017,3975
Darcel Schlecht,GTX Plus Pro,Stanredtax,Won,11/11/2017,4009
Darcel Schlecht,GTX Basic,Treequote,Won,11/11/2017,520
Darcel Schlecht,GTX Basic,Funholding,Won,11/12/2017,509
Darcel Schlecht,GTX Plus Basic,Warephase,Won,11/13/2017,986
Darcel Schlecht,GTXPro,Warephase,Won,11/13/2017,4515
Darcel Schlecht,GTXPro,Betatech,Won,11/14/2017,4833
Darcel Schlecht,GTX Plus Basic,Dontechi,Won,11/19/2017,1029
Darcel Schlecht,GTXPro,Codehow,Won,11/19/2017,5987
Darcel Schlecht,GTX Basic,Domzoom,Won,11/20/2017,556
Darcel Schlecht,GTX Basic,Inity,Won,11/20/2017,481
Darcel Schlecht,GTXPro,Ron-tech,Won,11/20/2017,4480
Darcel Schlecht,GTX Basic,Funholding,Won,11/20/2017,549
Darcel Schlecht,GTX Plus Pro,dambase,Won,11/22/2017,5595
Darcel Schlecht,GTX Plus Pro,Inity,Won,11/24/2017,4880
Darcel Schlecht,GTX Plus Basic,Codehow,Won,11/25/2017,1179
Darcel Schlecht,GTX Plus Pro,Conecom,Won,11/28/2017,5668
Darcel Schlecht,GTXPro,Cancity,Won,11/29/2017,4617
Darcel Schlecht,GTXPro,dambase,Won,11/30/2017,5600
Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,11/30/2017,4888
Darcel Schlecht,GTXPro,Stanredtax,Won,12/1/2017,5542
Darcel Schlecht,GTXPro,Toughzap,Won,12/3/2017,4079
Darcel Schlecht,GTX Plus Basic,Condax,Won,12/4/2017,1245
Darcel Schlecht,GTXPro,Rundofase,Won,12/4/2017,4819
Darcel Schlecht,GTXPro,Codehow,Won,12/4/2017,5110
Darcel Schlecht,GTXPro,Scottech,Won,12/5/2017,5127
Darcel Schlecht,GTXPro,Stanredtax,Won,12/6/2017,3779
Darcel Schlecht,GTXPro,Scottech,Won,12/6/2017,6166
Darcel Schlecht,GTXPro,dambase,Won,12/7/2017,4990
Darcel Schlecht,GTXPro,Statholdings,Won,12/9/2017,3932
Darcel Schlecht,GTX Plus Pro,Warephase,Won,12/9/2017,5669
Darcel Schlecht,GTXPro,Warephase,Won,12/11/2017,5220
Darcel Schlecht,GTX Basic,Warephase,Won,12/11/2017,537
Darcel Schlecht,GTX Plus Pro,Condax,Won,12/14/2017,5422
Darcel Schlecht,GTX Basic,Finhigh,Won,12/16/2017,626
Darcel Schlecht,GTXPro,Inity,Won,12/17/2017,4755
Darcel Schlecht,GTXPro,Warephase,Won,12/18/2017,5192
Darcel Schlecht,GTXPro,Domzoom,Won,12/19/2017,5052
Darcel Schlecht,GTX Plus Basic,Scottech,Won,12/20/2017,1013
Darcel Schlecht,GTXPro,Dontechi,Won,12/20/2017,4744
Darcel Schlecht,GTXPro,Hottechi,Won,12/20/2017,4869
Darcel Schlecht,GTXPro,Konmatfix,Won,12/20/2017,5031
Darcel Schlecht,GTX Plus Pro,Finhigh,Won,12/21/2017,4735
Darcel Schlecht,MG Special,Streethex,Won,12/21/2017,49
Darcel Schlecht,GTXPro,Stanredtax,Won,12/22/2017,5009
Darcel Schlecht,GTXPro,Inity,Won,12/24/2017,4991
Darcel Schlecht,GTX Basic,Conecom,Won,12/25/2017,608
Darcel Schlecht,GTX Plus Basic,Rundofase,Won,12/29/2017,1087
Darcel Schlecht,MG Special,Finhigh,Won,12/29/2017,53
Darcel Schlecht,GTXPro,Treequote,Won,12/30/2017,5141
Darcel Schlecht,GTXPro,Treequote,Won,12/30/2017,4570
Darcel Schlecht,MG Special,Genco Pura Olive Oil Company,Won,12/30/2017,54
Donn Cantrell,GTX Plus Pro,Gekko & Co,Won,3/2/2017,4246
Donn Cantrell,GTX Basic,Donquadtech,Won,3/2/2017,462
Donn Cantrell,GTXPro,Vehement Capital Partners,Won,3/3/2017,4998
Donn Cantrell,GTX Basic,Xx-zobam,Won,3/4/2017,555
Donn Cantrell,GTX Plus Basic,Opentech,Won,3/7/2017,1037
Donn Cantrell,GTX Basic,Zencorporation,Won,3/12/2017,605
Donn Cantrell,GTX Basic,Kinnamplus,Won,3/12/2017,579
Donn Cantrell,GTX Plus Pro,Silis,Won,3/14/2017,5585
Donn Cantrell,GTX Plus Basic,Silis,Won,3/15/2017,1132
Donn Cantrell,GTX Plus Basic,The New York Inquirer,Won,3/19/2017,1158
Donn Cantrell,GTXPro,Plussunin,Won,3/20/2017,5059
Donn Cantrell,GTX Basic,Kan-code,Won,3/21/2017,462
Donn Cantrell,MG Advanced,Yearin,Won,3/23/2017,3415
Donn Cantrell,GTXPro,Donquadtech,Won,3/23/2017,4443
Donn Cantrell,GTXPro,Kan-code,Won,3/24/2017,4694
Donn Cantrell,MG Advanced,Ontomedia,Won,3/25/2017,3892
Donn Cantrell,MG Advanced,Ontomedia,Won,3/28/2017,3421
Donn Cantrell,GTXPro,Zotware,Won,3/29/2017,4375
Donn Cantrell,GTX Basic,Zencorporation,Won,3/30/2017,574
Donn Cantrell,GTX Basic,Xx-zobam,Won,4/6/2017,564
Donn Cantrell,GTXPro,Mathtouch,Won,4/13/2017,4152
Donn Cantrell,GTXPro,Yearin,Won,4/13/2017,5316
Donn Cantrell,GTX Plus Pro,Iselectrics,Won,4/14/2017,5691
Donn Cantrell,MG Special,Plussunin,Won,4/14/2017,50
Donn Cantrell,MG Advanced,Plussunin,Won,4/15/2017,3655
Donn Cantrell,MG Special,Ganjaflex,Won,4/16/2017,49
Donn Cantrell,GTXPro,Acme Corporation,Won,4/27/2017,4605
Donn Cantrell,GTXPro,Vehement Capital Partners,Won,4/30/2017,4810
Donn Cantrell,MG Advanced,Iselectrics,Won,5/2/2017,3233
Donn Cantrell,GTXPro,Zencorporation,Won,5/5/2017,5010
Donn Cantrell,GTX Plus Pro,Iselectrics,Won,5/6/2017,5702
Donn Cantrell,GTX Basic,Gekko & Co,Won,5/6/2017,519
Donn Cantrell,GTX Plus Basic,Vehement Capital Partners,Won,5/6/2017,1101
Donn Cantrell,MG Advanced,Betasoloin,Won,5/8/2017,3602
Donn Cantrell,MG Advanced,Kan-code,Won,5/10/2017,3222
Donn Cantrell,GTX Basic,Acme Corporation,Won,5/11/2017,549
Donn Cantrell,GTX Basic,Plussunin,Won,5/12/2017,475
Donn Cantrell,GTX Basic,Ganjaflex,Won,5/14/2017,566
Donn Cantrell,GTXPro,Umbrella Corporation,Won,5/15/2017,5473
Donn Cantrell,GTXPro,Bluth Company,Won,5/15/2017,5621
Donn Cantrell,GTX Basic,Ganjaflex,Won,5/22/2017,609
Donn Cantrell,GTXPro,Zencorporation,Won,5/25/2017,5244
Donn Cantrell,GTX Basic,Xx-zobam,Won,5/26/2017,640
Donn Cantrell,GTX Basic,Umbrella Corporation,Won,5/27/2017,441
Donn Cantrell,GTX Plus Basic,Betasoloin,Won,5/29/2017,987
Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,5/30/2017,5366
Donn Cantrell,GTXPro,Betasoloin,Won,5/30/2017,4688
Donn Cantrell,GTX Basic,Condax,Won,6/1/2017,564
Donn Cantrell,GTX Basic,Plussunin,Won,6/2/2017,568
Donn Cantrell,GTXPro,Donquadtech,Won,6/3/2017,4329
Donn Cantrell,GTXPro,Betasoloin,Won,6/3/2017,5100
Donn Cantrell,GTXPro,Vehement Capital Partners,Won,6/10/2017,5256
Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,6/11/2017,5724
Donn Cantrell,GTX Basic,Mathtouch,Won,6/11/2017,487
Donn Cantrell,MG Advanced,Bluth Company,Won,6/11/2017,3313
Donn Cantrell,GTX Plus Basic,Donquadtech,Won,6/12/2017,1166
Donn Cantrell,MG Advanced,Silis,Won,6/14/2017,2981
Donn Cantrell,GTX Basic,Sumace,Won,6/14/2017,547
Donn Cantrell,GTXPro,Kan-code,Won,6/14/2017,4612
Donn Cantrell,MG Advanced,Zathunicon,Won,6/19/2017,3087
Donn Cantrell,GTXPro,Silis,Won,6/19/2017,4648
Donn Cantrell,GTXPro,Zotware,Won,6/20/2017,4308
Donn Cantrell,GTX Plus Basic,Bioplex,Won,6/26/2017,1109
Donn Cantrell,GTX Basic,Massive Dynamic,Won,7/2/2017,553
Donn Cantrell,GTXPro,Iselectrics,Won,7/2/2017,5064
Donn Cantrell,GTX Plus Pro,Konex,Won,7/4/2017,4915
Donn Cantrell,MG Advanced,Zotware,Won,7/5/2017,3423
Donn Cantrell,GTX Basic,Bioplex,Won,7/6/2017,541
Donn Cantrell,GTX Basic,Kan-code,Won,7/12/2017,540
Donn Cantrell,GTXPro,Bubba Gump,Won,7/13/2017,4669
Donn Cantrell,GTX Plus Basic,Kinnamplus,Won,7/14/2017,1020
Donn Cantrell,MG Special,Konex,Won,7/14/2017,55
Donn Cantrell,MG Advanced,Zotware,Won,7/17/2017,2996
Donn Cantrell,MG Advanced,Condax,Won,7/25/2017,3724
Donn Cantrell,GTXPro,Initech,Won,7/26/2017,4490
Donn Cantrell,GTX Basic,Xx-zobam,Won,7/28/2017,554
Donn Cantrell,GTX Plus Pro,Sumace,Won,7/31/2017,5480
Donn Cantrell,GTXPro,Zotware,Won,8/2/2017,4517
Donn Cantrell,MG Advanced,Acme Corporation,Won,8/5/2017,3012
Donn Cantrell,GTXPro,Yearin,Won,8/5/2017,4462
Donn Cantrell,GTX Basic,Bluth Company,Won,8/6/2017,525
Donn Cantrell,MG Advanced,Silis,Won,8/9/2017,3546
Donn Cantrell,GTXPro,Umbrella Corporation,Won,8/10/2017,4581
Donn Cantrell,GTX Basic,Condax,Won,8/10/2017,595
Donn Cantrell,GTXPro,Umbrella Corporation,Won,8/10/2017,4565
Donn Cantrell,GTX Plus Pro,Ganjaflex,Won,8/11/2017,5695
Donn Cantrell,MG Advanced,Vehement Capital Partners,Won,8/11/2017,3440
Donn Cantrell,GTXPro,Konex,Won,8/11/2017,5186
Donn Cantrell,MG Advanced,Mathtouch,Won,8/11/2017,3114
Donn Cantrell,GTXPro,Initech,Won,8/11/2017,4859
Donn Cantrell,MG Advanced,Massive Dynamic,Won,8/13/2017,3351
Donn Cantrell,GTX Plus Basic,Bioplex,Won,8/23/2017,1036
Donn Cantrell,GTX Plus Pro,Plussunin,Won,8/23/2017,5340
Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,8/24/2017,877
Donn Cantrell,GTX Plus Basic,Kinnamplus,Won,8/26/2017,1161
Donn Cantrell,GTXPro,Plussunin,Won,8/28/2017,4780
Donn Cantrell,GTX Basic,Donquadtech,Won,8/28/2017,496
Donn Cantrell,GTX Plus Basic,Donware,Won,8/31/2017,1133
Donn Cantrell,GTX Basic,Kinnamplus,Won,9/2/2017,481
Donn Cantrell,MG Advanced,Massive Dynamic,Won,9/4/2017,2876
Donn Cantrell,GTX Plus Basic,Iselectrics,Won,9/5/2017,995
Donn Cantrell,GTX Basic,Ontomedia,Won,9/8/2017,498
Donn Cantrell,GTX Plus Pro,Gekko & Co,Won,9/8/2017,6205
Donn Cantrell,GTX Basic,Sumace,Won,9/8/2017,600
Donn Cantrell,GTX Basic,Gekko & Co,Won,9/8/2017,635
Donn Cantrell,GTX Basic,Yearin,Won,9/9/2017,595
Donn Cantrell,MG Advanced,Bubba Gump,Won,9/10/2017,3521
Donn Cantrell,GTX Plus Basic,Bioplex,Won,9/13/2017,1050
Donn Cantrell,GTXPro,Donquadtech,Won,9/13/2017,5626
Donn Cantrell,GTXPro,Konex,Won,9/15/2017,4662
Donn Cantrell,GTX Plus Pro,Yearin,Won,9/16/2017,5861
Donn Cantrell,GTX Basic,Ontomedia,Won,9/17/2017,483
Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,9/18/2017,1194
Donn Cantrell,MG Advanced,Xx-zobam,Won,9/20/2017,3206
Donn Cantrell,GTX Plus Pro,Kinnamplus,Won,9/21/2017,5051
Donn Cantrell,GTX Plus Basic,Ganjaflex,Won,9/21/2017,892
Donn Cantrell,GTX Basic,Betasoloin,Won,9/23/2017,531
Donn Cantrell,GTX Basic,Condax,Won,9/25/2017,535
Donn Cantrell,GTXPro,Betasoloin,Won,9/26/2017,5763
Donn Cantrell,GTX Plus Basic,Yearin,Won,9/28/2017,1136
Donn Cantrell,MG Advanced,Kan-code,Won,9/30/2017,3593
Donn Cantrell,GTXPro,Vehement Capital Partners,Won,10/4/2017,5868
Donn Cantrell,MG Advanced,Zotware,Won,10/5/2017,3858
Donn Cantrell,GTXPro,Mathtouch,Won,10/7/2017,5553
Donn Cantrell,MG Advanced,Konex,Won,10/8/2017,3557
Donn Cantrell,GTXPro,Bubba Gump,Won,10/12/2017,4763
Donn Cantrell,MG Advanced,Gekko & Co,Won,10/20/2017,3024
Donn Cantrell,GTXPro,Silis,Won,10/24/2017,4521
Donn Cantrell,GTX Plus Basic,Condax,Won,10/28/2017,1062
Donn Cantrell,MG Advanced,Gekko & Co,Won,11/2/2017,3260
Donn Cantrell,GTX Basic,Acme Corporation,Won,11/5/2017,586
Donn Cantrell,GTX Basic,Plussunin,Won,11/8/2017,450
Donn Cantrell,GTX Basic,Ganjaflex,Won,11/9/2017,486
Donn Cantrell,GTX Basic,Gekko & Co,Won,11/11/2017,602
Donn Cantrell,GTX Plus Basic,Zathunicon,Won,11/22/2017,1231
Donn Cantrell,GTX Basic,Ontomedia,Won,11/25/2017,533
Donn Cantrell,GTXPro,Zotware,Won,11/25/2017,5305
Donn Cantrell,MG Advanced,Ganjaflex,Won,11/26/2017,4456
Donn Cantrell,GTX Basic,Bubba Gump,Won,11/28/2017,532
Donn Cantrell,GTX Plus Pro,Kan-code,Won,11/28/2017,6540
Donn Cantrell,MG Advanced,Yearin,Won,11/29/2017,3644
Donn Cantrell,MG Advanced,Gekko & Co,Won,12/1/2017,3281
Donn Cantrell,GTX Basic,Zathunicon,Won,12/4/2017,535
Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,12/9/2017,1131
Donn Cantrell,GTXPro,Bubba Gump,Won,12/10/2017,5466
Donn Cantrell,GTX Plus Pro,Plussunin,Won,12/11/2017,5454
Donn Cantrell,GTX Basic,Silis,Won,12/12/2017,511
Donn Cantrell,MG Advanced,Xx-zobam,Won,12/14/2017,3595
Donn Cantrell,GTX Plus Pro,Initech,Won,12/14/2017,5204
Donn Cantrell,MG Advanced,Ontomedia,Won,12/17/2017,3331
Donn Cantrell,GTX Basic,Yearin,Won,12/20/2017,573
Donn Cantrell,GTX Basic,Donware,Won,12/23/2017,698
Donn Cantrell,MG Advanced,Plussunin,Won,12/25/2017,3091
Donn Cantrell,GTX Basic,Ganjaflex,Won,12/26/2017,547
Donn Cantrell,GTXPro,Acme Corporation,Won,12/27/2017,4980
Donn Cantrell,GTX Plus Basic,Zathunicon,Won,12/29/2017,1166
Donn Cantrell,GTX Plus Pro,Bluth Company,Won,12/30/2017,5270
Donn Cantrell,GTX Basic,Yearin,Won,12/30/2017,481
Elease Gluck,MG Special,Cheers,Won,3/5/2017,58
Elease Gluck,MG Special,Singletechno,Won,3/7/2017,65
Elease Gluck,MG Special,Rantouch,Won,3/8/2017,46
Elease Gluck,GTK 500,Zoomit,Won,3/9/2017,25897
Elease Gluck,MG Special,Dalttechnology,Won,3/10/2017,47
Elease Gluck,MG Advanced,Finjob,Won,3/12/2017,3602
Elease Gluck,GTXPro,Singletechno,Won,3/13/2017,4987
Elease Gluck,GTX Plus Basic,Scotfind,Won,3/18/2017,1164
Elease Gluck,MG Advanced,Golddex,Won,3/20/2017,3386
Elease Gluck,MG Advanced,Lexiqvolax,Won,3/25/2017,3333
Elease Gluck,GTX Basic,Finjob,Won,3/31/2017,481
Elease Gluck,MG Special,Nam-zim,Won,4/7/2017,52
Elease Gluck,GTX Plus Basic,Fasehatice,Won,4/8/2017,976
Elease Gluck,GTX Plus Basic,Xx-holding,Won,4/13/2017,1163
Elease Gluck,GTX Basic,J-Texon,Won,4/16/2017,597
Elease Gluck,GTK 500,Lexiqvolax,Won,4/20/2017,23746
Elease Gluck,MG Special,Faxquote,Won,4/28/2017,43
Elease Gluck,MG Advanced,Scotfind,Won,5/9/2017,3351
Elease Gluck,MG Special,Rantouch,Won,5/9/2017,51
Elease Gluck,GTXPro,Plusstrip,Won,5/19/2017,4612
Elease Gluck,MG Special,Hatfan,Won,5/22/2017,60
Elease Gluck,MG Special,Dalttechnology,Won,5/29/2017,56
Elease Gluck,GTX Plus Basic,Labdrill,Won,6/2/2017,1101
Elease Gluck,GTX Basic,Blackzim,Won,6/6/2017,562
Elease Gluck,GTX Basic,Kan-code,Won,6/7/2017,581
Elease Gluck,GTXPro,Hottechi,Won,6/7/2017,4327
Elease Gluck,MG Special,Sonron,Won,6/10/2017,56
Elease Gluck,MG Advanced,Plexzap,Won,6/11/2017,3850
Elease Gluck,MG Advanced,Zoomit,Won,6/16/2017,3179
Elease Gluck,GTK 500,Labdrill,Won,6/18/2017,27385
Elease Gluck,GTX Basic,Plexzap,Won,6/22/2017,452
Elease Gluck,MG Special,Dalttechnology,Won,6/24/2017,51
Elease Gluck,MG Special,Faxquote,Won,6/25/2017,63
Elease Gluck,MG Advanced,Faxquote,Won,6/25/2017,3110
Elease Gluck,GTK 500,Plexzap,Won,6/28/2017,24949
Elease Gluck,GTX Plus Pro,Scotfind,Won,6/28/2017,6666
Elease Gluck,GTK 500,Cheers,Won,6/30/2017,25464
Elease Gluck,MG Special,Labdrill,Won,7/9/2017,51
Elease Gluck,GTXPro,Faxquote,Won,7/18/2017,5703
Elease Gluck,MG Special,Blackzim,Won,7/23/2017,51
Elease Gluck,MG Special,Newex,Won,7/25/2017,57
Elease Gluck,GTX Basic,Zoomit,Won,7/28/2017,532
Elease Gluck,GTX Basic,Green-Plus,Won,7/29/2017,514
Elease Gluck,MG Advanced,Kan-code,Won,7/30/2017,3371
Elease Gluck,GTXPro,Hottechi,Won,8/6/2017,4330
Elease Gluck,GTX Basic,Doncon,Won,8/6/2017,584
Elease Gluck,GTX Basic,Hottechi,Won,8/8/2017,553
Elease Gluck,MG Special,Scotfind,Won,8/16/2017,49
Elease Gluck,MG Special,Rantouch,Won,8/17/2017,60
Elease Gluck,MG Special,Dalttechnology,Won,8/18/2017,43
Elease Gluck,MG Special,Fasehatice,Won,8/21/2017,53
Elease Gluck,GTX Basic,Singletechno,Won,8/22/2017,608
Elease Gluck,MG Special,Newex,Won,9/5/2017,54
Elease Gluck,GTXPro,Groovestreet,Won,9/9/2017,5097
Elease Gluck,MG Special,Faxquote,Won,9/13/2017,54
Elease Gluck,GTX Basic,Hottechi,Won,9/28/2017,583
Elease Gluck,MG Special,Green-Plus,Won,9/30/2017,58
Elease Gluck,GTXPro,Singletechno,Won,10/1/2017,5340
Elease Gluck,MG Special,Green-Plus,Won,10/8/2017,63
Elease Gluck,MG Special,Singletechno,Won,10/20/2017,47
Elease Gluck,MG Advanced,Hottechi,Won,10/24/2017,3450
Elease Gluck,GTX Basic,Fasehatice,Won,10/28/2017,504
Elease Gluck,GTX Basic,Finjob,Won,10/29/2017,544
Elease Gluck,MG Advanced,Dalttechnology,Won,10/29/2017,3082
Elease Gluck,GTK 500,Cheers,Won,10/29/2017,27971
Elease Gluck,MG Special,Sonron,Won,11/2/2017,56
Elease Gluck,MG Advanced,J-Texon,Won,11/4/2017,3308
Elease Gluck,MG Special,Groovestreet,Won,11/10/2017,46
Elease Gluck,MG Special,Groovestreet,Won,11/11/2017,53
Elease Gluck,MG Special,Nam-zim,Won,11/16/2017,51
Elease Gluck,MG Special,Sonron,Won,11/27/2017,48
Elease Gluck,MG Special,Labdrill,Won,11/29/2017,61
Elease Gluck,GTK 500,Xx-holding,Won,12/4/2017,29220
Elease Gluck,MG Advanced,Plusstrip,Won,12/13/2017,3538
Elease Gluck,GTX Plus Basic,Zoomit,Won,12/15/2017,953
Elease Gluck,MG Advanced,Green-Plus,Won,12/18/2017,3772
Elease Gluck,MG Special,Blackzim,Won,12/18/2017,62
Elease Gluck,MG Special,Sonron,Won,12/18/2017,58
Elease Gluck,GTXPro,Doncon,Won,12/26/2017,4953
Elease Gluck,MG Special,Doncon,Won,12/31/2017,41
Garret Kinder,MG Advanced,Opentech,Won,3/1/2017,3348
Garret Kinder,MG Special,Kinnamplus,Won,3/6/2017,41
Garret Kinder,MG Advanced,Ganjaflex,Won,3/6/2017,3507
Garret Kinder,MG Advanced,Bioplex,Won,3/7/2017,3278
Garret Kinder,MG Special,Yearin,Won,3/9/2017,57
Garret Kinder,GTX Plus Basic,Mathtouch,Won,3/14/2017,1233
Garret Kinder,GTX Basic,Konex,Won,3/16/2017,469
Garret Kinder,MG Advanced,Xx-zobam,Won,3/18/2017,4291
Garret Kinder,GTX Plus Pro,Silis,Won,3/21/2017,5918
Garret Kinder,GTXPro,Betasoloin,Won,3/21/2017,3822
Garret Kinder,GTX Plus Basic,Initech,Won,3/28/2017,1026
Garret Kinder,GTX Basic,Yearin,Won,3/30/2017,510
Garret Kinder,GTX Basic,Opentech,Won,3/30/2017,617
Garret Kinder,MG Advanced,Ganjaflex,Won,4/2/2017,2940
Garret Kinder,GTXPro,Plussunin,Won,4/9/2017,4746
Garret Kinder,GTXPro,Konex,Won,4/23/2017,3930
Garret Kinder,GTX Basic,Plussunin,Won,5/1/2017,629
Garret Kinder,MG Special,Donquadtech,Won,5/1/2017,53
Garret Kinder,MG Special,Donware,Won,5/3/2017,55
Garret Kinder,GTX Plus Pro,Mathtouch,Won,5/11/2017,4995
Garret Kinder,GTXPro,Donware,Won,5/15/2017,5022
Garret Kinder,GTX Plus Pro,Zencorporation,Won,5/18/2017,4766
Garret Kinder,MG Advanced,Sumace,Won,5/18/2017,3291
Garret Kinder,GTX Plus Pro,Donware,Won,5/20/2017,6177
Garret Kinder,MG Special,Kinnamplus,Won,5/22/2017,59
Garret Kinder,MG Special,Acme Corporation,Won,5/28/2017,55
Garret Kinder,GTX Plus Basic,Zathunicon,Won,5/31/2017,1037
Garret Kinder,GTXPro,Zotware,Won,6/4/2017,4426
Garret Kinder,GTX Plus Pro,Condax,Won,6/5/2017,5429
Garret Kinder,GTXPro,Xx-zobam,Won,6/6/2017,3869
Garret Kinder,GTX Basic,Kan-code,Won,6/6/2017,555
Garret Kinder,GTX Plus Basic,Gekko & Co,Won,6/12/2017,1062
Garret Kinder,GTX Plus Pro,Mathtouch,Won,6/12/2017,4908
Garret Kinder,GTX Plus Pro,Ontomedia,Won,6/20/2017,5946
Garret Kinder,GTXPro,Gekko & Co,Won,6/26/2017,5622
Garret Kinder,GTX Plus Basic,Kan-code,Won,7/8/2017,950
Garret Kinder,MG Special,Xx-zobam,Won,7/8/2017,62
Garret Kinder,GTX Basic,Kinnamplus,Won,7/9/2017,483
Garret Kinder,GTXPro,Condax,Won,7/14/2017,4682
Garret Kinder,GTX Plus Pro,Kan-code,Won,7/26/2017,4895
Garret Kinder,GTX Basic,Gekko & Co,Won,8/5/2017,607
Garret Kinder,GTX Basic,Kan-code,Won,8/5/2017,566
Garret Kinder,MG Advanced,Donquadtech,Won,8/11/2017,3552
Garret Kinder,GTXPro,Massive Dynamic,Won,8/14/2017,4671
Garret Kinder,GTXPro,Massive Dynamic,Won,8/16/2017,5319
Garret Kinder,GTX Basic,Kan-code,Won,8/18/2017,492
Garret Kinder,MG Advanced,Bubba Gump,Won,8/27/2017,3279
Garret Kinder,GTX Basic,Kan-code,Won,8/27/2017,422
Garret Kinder,GTX Basic,Konex,Won,9/2/2017,476
Garret Kinder,MG Special,Mathtouch,Won,9/7/2017,61
Garret Kinder,GTX Basic,Sumace,Won,9/13/2017,558
Garret Kinder,GTX Plus Basic,Zotware,Won,9/16/2017,983
Garret Kinder,MG Special,Acme Corporation,Won,9/17/2017,57
Garret Kinder,GTXPro,Vehement Capital Partners,Won,9/18/2017,5206
Garret Kinder,GTX Plus Basic,Zathunicon,Won,9/20/2017,851
