sales_agent,product,account,close_date,close_value,regional_office
Darcel Schlecht,GTXPro,Hottechi,8/22/2017,5195,Central
Darcel Schlecht,GTX Plus Basic,Warephase,8/23/2017,878,Central
Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,8/23/2017,5223,Central
Darcel Schlecht,GTXPro,Zumgoity,8/23/2017,4861,Central
Darcel Schlecht,GTX Basic,Conecom,8/23/2017,589,Central
Darcel Schlecht,MG Advanced,Stanredtax,8/24/2017,3766,Central
Darcel Schlecht,GTX Plus Basic,Condax,8/24/2017,987,Central
Darcel Schlecht,GTX Plus Basic,Bioholding,8/25/2017,1118,Central
Darcel Schlecht,GTX Plus Pro,dambase,8/25/2017,5421,Central
Darcel Schlecht,MG Advanced,Isdom,8/25/2017,3455,Central
Darcel Schlecht,GTX Plus Pro,Globex Corporation,8/25/2017,5614,Central
Darcel Schlecht,GTX Plus Basic,Rundofase,8/25/2017,1104,Central
Darcel Schlecht,GTX Plus Basic,Ron-tech,8/26/2017,1075,Central
Darcel Schlecht,GTXPro,Hottechi,8/29/2017,4346,Central
Darcel Schlecht,MG Advanced,Streethex,8/30/2017,3422,Central
Darcel Schlecht,GTX Basic,Toughzap,8/30/2017,620,Central
Darcel Schlecht,GTX Plus Basic,Isdom,8/31/2017,1114,Central
Darcel Schlecht,GTX Plus Basic,Streethex,8/31/2017,1028,Central
Darcel Schlecht,GTXPro,Betatech,9/1/2017,4817,Central
Darcel Schlecht,MG Advanced,Konmatfix,9/3/2017,3768,Central
Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,9/3/2017,4964,Central
Darcel Schlecht,MG Advanced,Domzoom,9/3/2017,2572,Central
Darcel Schlecht,MG Advanced,dambase,9/3/2017,3255,Central
Darcel Schlecht,MG Advanced,Statholdings,9/3/2017,3727,Central
Darcel Schlecht,GTXPro,Finhigh,9/3/2017,4310,Central
Darcel Schlecht,GTX Plus Basic,Ron-tech,9/5/2017,1300,Central
Darcel Schlecht,GTXPro,dambase,9/5/2017,5113,Central
Darcel Schlecht,GTXPro,Toughzap,9/6/2017,4903,Central
Darcel Schlecht,GTX Plus Basic,Codehow,9/7/2017,1252,Central
Darcel Schlecht,GTX Basic,Rundofase,9/8/2017,460,Central
Darcel Schlecht,MG Advanced,Rangreen,9/9/2017,2683,Central
Darcel Schlecht,GTXPro,Treequote,9/10/2017,5322,Central
Darcel Schlecht,GTXPro,Conecom,9/10/2017,5008,Central
Darcel Schlecht,GTX Plus Pro,Finhigh,9/10/2017,5293,Central
Darcel Schlecht,MG Advanced,Funholding,9/10/2017,3346,Central
Darcel Schlecht,GTXPro,Warephase,9/11/2017,4914,Central
Darcel Schlecht,GTX Basic,Cancity,9/11/2017,525,Central
Darcel Schlecht,GTX Plus Pro,Codehow,9/12/2017,4430,Central
Darcel Schlecht,GTXPro,Streethex,9/12/2017,4323,Central
Darcel Schlecht,GTXPro,Cancity,9/12/2017,4375,Central
Darcel Schlecht,MG Advanced,Codehow,9/12/2017,2969,Central
Darcel Schlecht,MG Special,Codehow,9/13/2017,48,Central
Darcel Schlecht,GTX Plus Basic,Scottech,9/16/2017,1203,Central
Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,9/17/2017,4577,Central
Darcel Schlecht,GTX Plus Pro,Inity,9/17/2017,6360,Central
Darcel Schlecht,GTX Plus Basic,Bioholding,9/17/2017,1159,Central
Darcel Schlecht,GTX Plus Basic,Betatech,9/18/2017,1071,Central
Darcel Schlecht,GTXPro,Condax,9/18/2017,4598,Central
Darcel Schlecht,GTXPro,Rangreen,9/23/2017,4888,Central
Darcel Schlecht,GTXPro,Funholding,9/26/2017,5449,Central
Darcel Schlecht,GTX Plus Basic,Rangreen,9/26/2017,1153,Central
Darcel Schlecht,GTXPro,Cancity,9/27/2017,5961,Central
Darcel Schlecht,MG Special,Toughzap,9/29/2017,54,Central
Darcel Schlecht,GTX Basic,Warephase,9/29/2017,565,Central
Darcel Schlecht,GTX Plus Pro,Toughzap,9/29/2017,5947,Central
Darcel Schlecht,GTXPro,Domzoom,9/29/2017,5450,Central
Darcel Schlecht,GTXPro,Bioholding,9/30/2017,4422,Central
Darcel Schlecht,GTXPro,Hottechi,10/2/2017,5357,Central
Darcel Schlecht,GTX Plus Pro,Conecom,10/3/2017,5144,Central
Darcel Schlecht,GTX Plus Pro,Codehow,10/4/2017,5263,Central
Darcel Schlecht,GTXPro,Finhigh,10/8/2017,4461,Central
Darcel Schlecht,MG Advanced,Rundofase,10/9/2017,3006,Central
Darcel Schlecht,GTXPro,Globex Corporation,10/9/2017,4594,Central
Darcel Schlecht,GTXPro,Toughzap,10/9/2017,4201,Central
Darcel Schlecht,MG Special,Toughzap,10/10/2017,58,Central
Darcel Schlecht,GTXPro,Rangreen,10/10/2017,5055,Central
Darcel Schlecht,GTX Plus Basic,Rangreen,10/10/2017,1132,Central
Darcel Schlecht,GTXPro,Inity,10/14/2017,5170,Central
Darcel Schlecht,MG Advanced,Ron-tech,10/14/2017,3475,Central
Darcel Schlecht,GTX Plus Basic,Ron-tech,10/16/2017,1154,Central
Darcel Schlecht,GTXPro,Dontechi,10/16/2017,4885,Central
Darcel Schlecht,GTXPro,Streethex,10/16/2017,4936,Central
Darcel Schlecht,MG Advanced,Conecom,10/17/2017,3490,Central
Darcel Schlecht,GTXPro,Dontechi,10/18/2017,4810,Central
Darcel Schlecht,GTXPro,Rangreen,10/20/2017,4130,Central
Darcel Schlecht,GTXPro,Cancity,10/23/2017,5458,Central
Darcel Schlecht,GTXPro,Gogozoom,10/24/2017,4767,Central
Darcel Schlecht,GTXPro,Isdom,10/24/2017,5685,Central
Darcel Schlecht,GTXPro,Ron-tech,10/25/2017,4834,Central
Darcel Schlecht,GTXPro,Rundofase,10/26/2017,4024,Central
Darcel Schlecht,GTX Plus Pro,Warephase,10/27/2017,6276,Central
Darcel Schlecht,GTXPro,Betatech,10/27/2017,4688,Central
Darcel Schlecht,GTXPro,Codehow,10/27/2017,4435,Central
Darcel Schlecht,GTXPro,Stanredtax,10/28/2017,4699,Central
Darcel Schlecht,GTXPro,Statholdings,10/29/2017,4732,Central
Darcel Schlecht,GTX Plus Basic,Streethex,10/29/2017,965,Central
Darcel Schlecht,GTXPro,Inity,10/30/2017,3578,Central
Darcel Schlecht,GTXPro,Codehow,10/30/2017,4733,Central
Darcel Schlecht,GTX Plus Basic,Dontechi,10/31/2017,1237,Central
Darcel Schlecht,GTXPro,Streethex,11/2/2017,4313,Central
Darcel Schlecht,GTX Plus Pro,Treequote,11/3/2017,6182,Central
Darcel Schlecht,GTXPro,Inity,11/3/2017,5729,Central
Darcel Schlecht,GTXPro,Codehow,11/4/2017,4582,Central
Darcel Schlecht,GTXPro,Rundofase,11/4/2017,3902,Central
Darcel Schlecht,GTXPro,Dontechi,11/5/2017,4810,Central
Darcel Schlecht,GTXPro,Warephase,11/5/2017,5231,Central
Darcel Schlecht,MG Advanced,Rangreen,11/6/2017,3251,Central
Darcel Schlecht,MG Special,Codehow,11/7/2017,55,Central
Darcel Schlecht,GTXPro,Globex Corporation,11/9/2017,5107,Central
Darcel Schlecht,GTXPro,Ron-tech,11/9/2017,3975,Central
Darcel Schlecht,GTX Plus Pro,Stanredtax,11/11/2017,4009,Central
Darcel Schlecht,GTX Basic,Treequote,11/11/2017,520,Central
Darcel Schlecht,GTX Basic,Funholding,11/12/2017,509,Central
Darcel Schlecht,GTX Plus Basic,Warephase,11/13/2017,986,Central
Darcel Schlecht,GTXPro,Warephase,11/13/2017,4515,Central
Darcel Schlecht,GTXPro,Betatech,11/14/2017,4833,Central
Darcel Schlecht,GTX Plus Basic,Dontechi,11/19/2017,1029,Central
Darcel Schlecht,GTXPro,Codehow,11/19/2017,5987,Central
Darcel Schlecht,GTX Basic,Domzoom,11/20/2017,556,Central
Darcel Schlecht,GTX Basic,Inity,11/20/2017,481,Central
Darcel Schlecht,GTXPro,Ron-tech,11/20/2017,4480,Central
Darcel Schlecht,GTX Basic,Funholding,11/20/2017,549,Central
Darcel Schlecht,GTX Plus Pro,dambase,11/22/2017,5595,Central
Darcel Schlecht,GTX Plus Pro,Inity,11/24/2017,4880,Central
Darcel Schlecht,GTX Plus Basic,Codehow,11/25/2017,1179,Central
Darcel Schlecht,GTX Plus Pro,Conecom,11/28/2017,5668,Central
Darcel Schlecht,GTXPro,Cancity,11/29/2017,4617,Central
Darcel Schlecht,GTXPro,dambase,11/30/2017,5600,Central
Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,11/30/2017,4888,Central
Darcel Schlecht,GTXPro,Stanredtax,12/1/2017,5542,Central
Darcel Schlecht,GTXPro,Toughzap,12/3/2017,4079,Central
Darcel Schlecht,GTX Plus Basic,Condax,12/4/2017,1245,Central
Darcel Schlecht,GTXPro,Rundofase,12/4/2017,4819,Central
Darcel Schlecht,GTXPro,Codehow,12/4/2017,5110,Central
Darcel Schlecht,GTXPro,Scottech,12/5/2017,5127,Central
Darcel Schlecht,GTXPro,Stanredtax,12/6/2017,3779,Central
Darcel Schlecht,GTXPro,Scottech,12/6/2017,6166,Central
Darcel Schlecht,GTXPro,dambase,12/7/2017,4990,Central
Darcel Schlecht,GTXPro,Statholdings,12/9/2017,3932,Central
Darcel Schlecht,GTX Plus Pro,Warephase,12/9/2017,5669,Central
Darcel Schlecht,GTXPro,Warephase,12/11/2017,5220,Central
Darcel Schlecht,GTX Basic,Warephase,12/11/2017,537,Central
Darcel Schlecht,GTX Plus Pro,Condax,12/14/2017,5422,Central
Darcel Schlecht,GTX Basic,Finhigh,12/16/2017,626,Central
Darcel Schlecht,GTXPro,Inity,12/17/2017,4755,Central
Darcel Schlecht,GTXPro,Warephase,12/18/2017,5192,Central
Darcel Schlecht,GTXPro,Domzoom,12/19/2017,5052,Central
Darcel Schlecht,GTX Plus Basic,Scottech,12/20/2017,1013,Central
Darcel Schlecht,GTXPro,Dontechi,12/20/2017,4744,Central
Darcel Schlecht,GTXPro,Hottechi,12/20/2017,4869,Central
Darcel Schlecht,GTXPro,Konmatfix,12/20/2017,5031,Central
Darcel Schlecht,GTX Plus Pro,Finhigh,12/21/2017,4735,Central
Darcel Schlecht,MG Special,Streethex,12/21/2017,49,Central
Darcel Schlecht,GTXPro,Stanredtax,12/22/2017,5009,Central
Darcel Schlecht,GTXPro,Inity,12/24/2017,4991,Central
Darcel Schlecht,GTX Basic,Conecom,12/25/2017,608,Central
Darcel Schlecht,GTX Plus Basic,Rundofase,12/29/2017,1087,Central
Darcel Schlecht,MG Special,Finhigh,12/29/2017,53,Central
Darcel Schlecht,GTXPro,Treequote,12/30/2017,5141,Central
Darcel Schlecht,GTXPro,Treequote,12/30/2017,4570,Central
Darcel Schlecht,MG Special,Genco Pura Olive Oil Company,12/30/2017,54,Central
Donn Cantrell,GTX Plus Pro,Gekko & Co,3/2/2017,4246,East
Donn Cantrell,GTX Basic,Donquadtech,3/2/2017,462,East
Donn Cantrell,GTXPro,Vehement Capital Partners,3/3/2017,4998,East
Donn Cantrell,GTX Basic,Xx-zobam,3/4/2017,555,East
Donn Cantrell,GTX Plus Basic,Opentech,3/7/2017,1037,East
Donn Cantrell,GTX Basic,Zencorporation,3/12/2017,605,East
Donn Cantrell,GTX Basic,Kinnamplus,3/12/2017,579,East
Donn Cantrell,GTX Plus Pro,Silis,3/14/2017,5585,East
Donn Cantrell,GTX Plus Basic,Silis,3/15/2017,1132,East
Donn Cantrell,GTX Plus Basic,The New York Inquirer,3/19/2017,1158,East
Donn Cantrell,GTXPro,Plussunin,3/20/2017,5059,East
Donn Cantrell,GTX Basic,Kan-code,3/21/2017,462,East
Donn Cantrell,MG Advanced,Yearin,3/23/2017,3415,East
Donn Cantrell,GTXPro,Donquadtech,3/23/2017,4443,East
Donn Cantrell,GTXPro,Kan-code,3/24/2017,4694,East
Donn Cantrell,MG Advanced,Ontomedia,3/25/2017,3892,East
Donn Cantrell,MG Advanced,Ontomedia,3/28/2017,3421,East
Donn Cantrell,GTXPro,Zotware,3/29/2017,4375,East
Donn Cantrell,GTX Basic,Zencorporation,3/30/2017,574,East
Donn Cantrell,GTX Basic,Xx-zobam,4/6/2017,564,East
Donn Cantrell,GTXPro,Mathtouch,4/13/2017,4152,East
Donn Cantrell,GTXPro,Yearin,4/13/2017,5316,East
Donn Cantrell,GTX Plus Pro,Iselectrics,4/14/2017,5691,East
Donn Cantrell,MG Special,Plussunin,4/14/2017,50,East
Donn Cantrell,MG Advanced,Plussunin,4/15/2017,3655,East
Donn Cantrell,MG Special,Ganjaflex,4/16/2017,49,East
Donn Cantrell,GTXPro,Acme Corporation,4/27/2017,4605,East
Donn Cantrell,GTXPro,Vehement Capital Partners,4/30/2017,4810,East
Donn Cantrell,MG Advanced,Iselectrics,5/2/2017,3233,East
Donn Cantrell,GTXPro,Zencorporation,5/5/2017,5010,East
Donn Cantrell,GTX Plus Pro,Iselectrics,5/6/2017,5702,East
Donn Cantrell,GTX Basic,Gekko & Co,5/6/2017,519,East
Donn Cantrell,GTX Plus Basic,Vehement Capital Partners,5/6/2017,1101,East
Donn Cantrell,MG Advanced,Betasoloin,5/8/2017,3602,East
Donn Cantrell,MG Advanced,Kan-code,5/10/2017,3222,East
Donn Cantrell,GTX Basic,Acme Corporation,5/11/2017,549,East
Donn Cantrell,GTX Basic,Plussunin,5/12/2017,475,East
Donn Cantrell,GTX Basic,Ganjaflex,5/14/2017,566,East
Donn Cantrell,GTXPro,Umbrella Corporation,5/15/2017,5473,East
Donn Cantrell,GTXPro,Bluth Company,5/15/2017,5621,East
Donn Cantrell,GTX Basic,Ganjaflex,5/22/2017,609,East
Donn Cantrell,GTXPro,Zencorporation,5/25/2017,5244,East
Donn Cantrell,GTX Basic,Xx-zobam,5/26/2017,640,East
Donn Cantrell,GTX Basic,Umbrella Corporation,5/27/2017,441,East
Donn Cantrell,GTX Plus Basic,Betasoloin,5/29/2017,987,East
Donn Cantrell,GTX Plus Pro,Acme Corporation,5/30/2017,5366,East
Donn Cantrell,GTXPro,Betasoloin,5/30/2017,4688,East
Donn Cantrell,GTX Basic,Condax,6/1/2017,564,East
Donn Cantrell,GTX Basic,Plussunin,6/2/2017,568,East
Donn Cantrell,GTXPro,Donquadtech,6/3/2017,4329,East
Donn Cantrell,GTXPro,Betasoloin,6/3/2017,5100,East
Donn Cantrell,GTXPro,Vehement Capital Partners,6/10/2017,5256,East
Donn Cantrell,GTX Plus Pro,Acme Corporation,6/11/2017,5724,East
Donn Cantrell,GTX Basic,Mathtouch,6/11/2017,487,East
Donn Cantrell,MG Advanced,Bluth Company,6/11/2017,3313,East
Donn Cantrell,GTX Plus Basic,Donquadtech,6/12/2017,1166,East
Donn Cantrell,MG Advanced,Silis,6/14/2017,2981,East
Donn Cantrell,GTX Basic,Sumace,6/14/2017,547,East
Donn Cantrell,GTXPro,Kan-code,6/14/2017,4612,East
Donn Cantrell,MG Advanced,Zathunicon,6/19/2017,3087,East
Donn Cantrell,GTXPro,Silis,6/19/2017,4648,East
Donn Cantrell,GTXPro,Zotware,6/20/2017,4308,East
Donn Cantrell,GTX Plus Basic,Bioplex,6/26/2017,1109,East
Donn Cantrell,GTX Basic,Massive Dynamic,7/2/2017,553,East
Donn Cantrell,GTXPro,Iselectrics,7/2/2017,5064,East
Donn Cantrell,GTX Plus Pro,Konex,7/4/2017,4915,East
Donn Cantrell,MG Advanced,Zotware,7/5/2017,3423,East
Donn Cantrell,GTX Basic,Bioplex,7/6/2017,541,East
Donn Cantrell,GTX Basic,Kan-code,7/12/2017,540,East
Donn Cantrell,GTXPro,Bubba Gump,7/13/2017,4669,East
Donn Cantrell,GTX Plus Basic,Kinnamplus,7/14/2017,1020,East
Donn Cantrell,MG Special,Konex,7/14/2017,55,East
Donn Cantrell,MG Advanced,Zotware,7/17/2017,2996,East
Donn Cantrell,MG Advanced,Condax,7/25/2017,3724,East
Donn Cantrell,GTXPro,Initech,7/26/2017,4490,East
Donn Cantrell,GTX Basic,Xx-zobam,7/28/2017,554,East
Donn Cantrell,GTX Plus Pro,Sumace,7/31/2017,5480,East
Donn Cantrell,GTXPro,Zotware,8/2/2017,4517,East
Donn Cantrell,MG Advanced,Acme Corporation,8/5/2017,3012,East
Donn Cantrell,GTXPro,Yearin,8/5/2017,4462,East
Donn Cantrell,GTX Basic,Bluth Company,8/6/2017,525,East
Donn Cantrell,MG Advanced,Silis,8/9/2017,3546,East
Donn Cantrell,GTXPro,Umbrella Corporation,8/10/2017,4581,East
Donn Cantrell,GTX Basic,Condax,8/10/2017,595,East
Donn Cantrell,GTXPro,Umbrella Corporation,8/10/2017,4565,East
Donn Cantrell,GTX Plus Pro,Ganjaflex,8/11/2017,5695,East
Donn Cantrell,MG Advanced,Vehement Capital Partners,8/11/2017,3440,East
Donn Cantrell,GTXPro,Konex,8/11/2017,5186,East
Donn Cantrell,MG Advanced,Mathtouch,8/11/2017,3114,East
Donn Cantrell,GTXPro,Initech,8/11/2017,4859,East
Donn Cantrell,MG Advanced,Massive Dynamic,8/13/2017,3351,East
Donn Cantrell,GTX Plus Basic,Bioplex,8/23/2017,1036,East
Donn Cantrell,GTX Plus Pro,Plussunin,8/23/2017,5340,East
Donn Cantrell,GTX Plus Basic,Gekko & Co,8/24/2017,877,East
Donn Cantrell,GTX Plus Basic,Kinnamplus,8/26/2017,1161,East
Donn Cantrell,GTXPro,Plussunin,8/28/2017,4780,East
Donn Cantrell,GTX Basic,Donquadtech,8/28/2017,496,East
Donn Cantrell,GTX Plus Basic,Donware,8/31/2017,1133,East
Donn Cantrell,GTX Basic,Kinnamplus,9/2/2017,481,East
Donn Cantrell,MG Advanced,Massive Dynamic,9/4/2017,2876,East
Donn Cantrell,GTX Plus Basic,Iselectrics,9/5/2017,995,East
Donn Cantrell,GTX Basic,Ontomedia,9/8/2017,498,East
Donn Cantrell,GTX Plus Pro,Gekko & Co,9/8/2017,6205,East
Donn Cantrell,GTX Basic,Sumace,9/8/2017,600,East
Donn Cantrell,GTX Basic,Gekko & Co,9/8/2017,635,East
Donn Cantrell,GTX Basic,Yearin,9/9/2017,595,East
Donn Cantrell,MG Advanced,Bubba Gump,9/10/2017,3521,East
Donn Cantrell,GTX Plus Basic,Bioplex,9/13/2017,1050,East
Donn Cantrell,GTXPro,Donquadtech,9/13/2017,5626,East
Donn Cantrell,GTXPro,Konex,9/15/2017,4662,East
Donn Cantrell,GTX Plus Pro,Yearin,9/16/2017,5861,East
Donn Cantrell,GTX Basic,Ontomedia,9/17/2017,483,East
Donn Cantrell,GTX Plus Basic,Gekko & Co,9/18/2017,1194,East
Donn Cantrell,MG Advanced,Xx-zobam,9/20/2017,3206,East
Donn Cantrell,GTX Plus Pro,Kinnamplus,9/21/2017,5051,East
Donn Cantrell,GTX Plus Basic,Ganjaflex,9/21/2017,892,East
Donn Cantrell,GTX Basic,Betasoloin,9/23/2017,531,East
Donn Cantrell,GTX Basic,Condax,9/25/2017,535,East
Donn Cantrell,GTXPro,Betasoloin,9/26/2017,5763,East
Donn Cantrell,GTX Plus Basic,Yearin,9/28/2017,1136,East
Donn Cantrell,MG Advanced,Kan-code,9/30/2017,3593,East
Donn Cantrell,GTXPro,Vehement Capital Partners,10/4/2017,5868,East
Donn Cantrell,MG Advanced,Zotware,10/5/2017,3858,East
Donn Cantrell,GTXPro,Mathtouch,10/7/2017,5553,East
Donn Cantrell,MG Advanced,Konex,10/8/2017,3557,East
Donn Cantrell,GTXPro,Bubba Gump,10/12/2017,4763,East
Donn Cantrell,MG Advanced,Gekko & Co,10/20/2017,3024,East
Donn Cantrell,GTXPro,Silis,10/24/2017,4521,East
Donn Cantrell,GTX Plus Basic,Condax,10/28/2017,1062,East
Donn Cantrell,MG Advanced,Gekko & Co,11/2/2017,3260,East
Donn Cantrell,GTX Basic,Acme Corporation,11/5/2017,586,East
Donn Cantrell,GTX Basic,Plussunin,11/8/2017,450,East
Donn Cantrell,GTX Basic,Ganjaflex,11/9/2017,486,East
Donn Cantrell,GTX Basic,Gekko & Co,11/11/2017,602,East
Donn Cantrell,GTX Plus Basic,Zathunicon,11/22/2017,1231,East
Donn Cantrell,GTX Basic,Ontomedia,11/25/2017,533,East
Donn Cantrell,GTXPro,Zotware,11/25/2017,5305,East
Donn Cantrell,MG Advanced,Ganjaflex,11/26/2017,4456,East
Donn Cantrell,GTX Basic,Bubba Gump,11/28/2017,532,East
Donn Cantrell,GTX Plus Pro,Kan-code,11/28/2017,6540,East
Donn Cantrell,MG Advanced,Yearin,11/29/2017,3644,East
Donn Cantrell,MG Advanced,Gekko & Co,12/1/2017,3281,East
Donn Cantrell,GTX Basic,Zathunicon,12/4/2017,535,East
Donn Cantrell,GTX Plus Basic,Gekko & Co,12/9/2017,1131,East
Donn Cantrell,GTXPro,Bubba Gump,12/10/2017,5466,East
Donn Cantrell,GTX Plus Pro,Plussunin,12/11/2017,5454,East
Donn Cantrell,GTX Basic,Silis,12/12/2017,511,East
Donn Cantrell,MG Advanced,Xx-zobam,12/14/2017,3595,East
Donn Cantrell,GTX Plus Pro,Initech,12/14/2017,5204,East
Donn Cantrell,MG Advanced,Ontomedia,12/17/2017,3331,East
Donn Cantrell,GTX Basic,Yearin,12/20/2017,573,East
Donn Cantrell,GTX Basic,Donware,12/23/2017,698,East
Donn Cantrell,MG Advanced,Plussunin,12/25/2017,3091,East
Donn Cantrell,GTX Basic,Ganjaflex,12/26/2017,547,East
Donn Cantrell,GTXPro,Acme Corporation,12/27/2017,4980,East
Donn Cantrell,GTX Plus Basic,Zathunicon,12/29/2017,1166,East
Donn Cantrell,GTX Plus Pro,Bluth Company,12/30/2017,5270,East
Donn Cantrell,GTX Basic,Yearin,12/30/2017,481,East
Elease Gluck,MG Special,Cheers,3/5/2017,58,West
Elease Gluck,MG Special,Singletechno,3/7/2017,65,West
Elease Gluck,MG Special,Rantouch,3/8/2017,46,West
Elease Gluck,GTK 500,Zoomit,3/9/2017,25897,West
Elease Gluck,MG Special,Dalttechnology,3/10/2017,47,West
Elease Gluck,MG Advanced,Finjob,3/12/2017,3602,West
Elease Gluck,GTXPro,Singletechno,3/13/2017,4987,West
Elease Gluck,GTX Plus Basic,Scotfind,3/18/2017,1164,West
Elease Gluck,MG Advanced,Golddex,3/20/2017,3386,West
Elease Gluck,MG Advanced,Lexiqvolax,3/25/2017,3333,West
Elease Gluck,GTX Basic,Finjob,3/31/2017,481,West
Elease Gluck,MG Special,Nam-zim,4/7/2017,52,West
Elease Gluck,GTX Plus Basic,Fasehatice,4/8/2017,976,West
Elease Gluck,GTX Plus Basic,Xx-holding,4/13/2017,1163,West
Elease Gluck,GTX Basic,J-Texon,4/16/2017,597,West
Elease Gluck,GTK 500,Lexiqvolax,4/20/2017,23746,West
Elease Gluck,MG Special,Faxquote,4/28/2017,43,West
Elease Gluck,MG Advanced,Scotfind,5/9/2017,3351,West
Elease Gluck,MG Special,Rantouch,5/9/2017,51,West
Elease Gluck,GTXPro,Plusstrip,5/19/2017,4612,West
Elease Gluck,MG Special,Hatfan,5/22/2017,60,West
Elease Gluck,MG Special,Dalttechnology,5/29/2017,56,West
Elease Gluck,GTX Plus Basic,Labdrill,6/2/2017,1101,West
Elease Gluck,GTX Basic,Blackzim,6/6/2017,562,West
Elease Gluck,GTX Basic,Kan-code,6/7/2017,581,West
Elease Gluck,GTXPro,Hottechi,6/7/2017,4327,West
Elease Gluck,MG Special,Sonron,6/10/2017,56,West
Elease Gluck,MG Advanced,Plexzap,6/11/2017,3850,West
Elease Gluck,MG Advanced,Zoomit,6/16/2017,3179,West
Elease Gluck,GTK 500,Labdrill,6/18/2017,27385,West
Elease Gluck,GTX Basic,Plexzap,6/22/2017,452,West
Elease Gluck,MG Special,Dalttechnology,6/24/2017,51,West
Elease Gluck,MG Special,Faxquote,6/25/2017,63,West
Elease Gluck,MG Advanced,Faxquote,6/25/2017,3110,West
Elease Gluck,GTK 500,Plexzap,6/28/2017,24949,West
Elease Gluck,GTX Plus Pro,Scotfind,6/28/2017,6666,West
Elease Gluck,GTK 500,Cheers,6/30/2017,25464,West
Elease Gluck,MG Special,Labdrill,7/9/2017,51,West
Elease Gluck,GTXPro,Faxquote,7/18/2017,5703,West
Elease Gluck,MG Special,Blackzim,7/23/2017,51,West
Elease Gluck,MG Special,Newex,7/25/2017,57,West
Elease Gluck,GTX Basic,Zoomit,7/28/2017,532,West
Elease Gluck,GTX Basic,Green-Plus,7/29/2017,514,West
Elease Gluck,MG Advanced,Kan-code,7/30/2017,3371,West
Elease Gluck,GTXPro,Hottechi,8/6/2017,4330,West
Elease Gluck,GTX Basic,Doncon,8/6/2017,584,West
Elease Gluck,GTX Basic,Hottechi,8/8/2017,553,West
Elease Gluck,MG Special,Scotfind,8/16/2017,49,West
Elease Gluck,MG Special,Rantouch,8/17/2017,60,West
Elease Gluck,MG Special,Dalttechnology,8/18/2017,43,West
Elease Gluck,MG Special,Fasehatice,8/21/2017,53,West
Elease Gluck,GTX Basic,Singletechno,8/22/2017,608,West
Elease Gluck,MG Special,Newex,9/5/2017,54,West
Elease Gluck,GTXPro,Groovestreet,9/9/2017,5097,West
Elease Gluck,MG Special,Faxquote,9/13/2017,54,West
Elease Gluck,GTX Basic,Hottechi,9/28/2017,583,West
Elease Gluck,MG Special,Green-Plus,9/30/2017,58,West
Elease Gluck,GTXPro,Singletechno,10/1/2017,5340,West
Elease Gluck,MG Special,Green-Plus,10/8/2017,63,West
Elease Gluck,MG Special,Singletechno,10/20/2017,47,West
Elease Gluck,MG Advanced,Hottechi,10/24/2017,3450,West
Elease Gluck,GTX Basic,Fasehatice,10/28/2017,504,West
Elease Gluck,GTX Basic,Finjob,10/29/2017,544,West
Elease Gluck,MG Advanced,Dalttechnology,10/29/2017,3082,West
Elease Gluck,GTK 500,Cheers,10/29/2017,27971,West
Elease Gluck,MG Special,Sonron,11/2/2017,56,West
Elease Gluck,MG Advanced,J-Texon,11/4/2017,3308,West
Elease Gluck,MG Special,Groovestreet,11/10/2017,46,West
Elease Gluck,MG Special,Groovestreet,11/11/2017,53,West
Elease Gluck,MG Special,Nam-zim,11/16/2017,51,West
Elease Gluck,MG Special,Sonron,11/27/2017,48,West
Elease Gluck,MG Special,Labdrill,11/29/2017,61,West
Elease Gluck,GTK 500,Xx-holding,12/4/2017,29220,West
Elease Gluck,MG Advanced,Plusstrip,12/13/2017,3538,West
Elease Gluck,GTX Plus Basic,Zoomit,12/15/2017,953,West
Elease Gluck,MG Advanced,Green-Plus,12/18/2017,3772,West
Elease Gluck,MG Special,Blackzim,12/18/2017,62,West
Elease Gluck,MG Special,Sonron,12/18/2017,58,West
Elease Gluck,GTXPro,Doncon,12/26/2017,4953,West
Elease Gluck,MG Special,Doncon,12/31/2017,41,West
Garret Kinder,MG Advanced,Opentech,3/1/2017,3348,East
Garret Kinder,MG Special,Kinnamplus,3/6/2017,41,East
Garret Kinder,MG Advanced,Ganjaflex,3/6/2017,3507,East
Garret Kinder,MG Advanced,Bioplex,3/7/2017,3278,East
Garret Kinder,MG Special,Yearin,3/9/2017,57,East
Garret Kinder,GTX Plus Basic,Mathtouch,3/14/2017,1233,East
Garret Kinder,GTX Basic,Konex,3/16/2017,469,East
Garret Kinder,MG Advanced,Xx-zobam,3/18/2017,4291,East
Garret Kinder,GTX Plus Pro,Silis,3/21/2017,5918,East
Garret Kinder,GTXPro,Betasoloin,3/21/2017,3822,East
Garret Kinder,GTX Plus Basic,Initech,3/28/2017,1026,East
Garret Kinder,GTX Basic,Yearin,3/30/2017,510,East
Garret Kinder,GTX Basic,Opentech,3/30/2017,617,East
Garret Kinder,MG Advanced,Ganjaflex,4/2/2017,2940,East
Garret Kinder,GTXPro,Plussunin,4/9/2017,4746,East
